,asw_ids,stop_platform
9354,5930_2,"Borotice,Dražetice,rozc. A"
9355,5931_1,"Jílové u Prahy,Za Humny A"
9356,5931_2,"Jílové u Prahy,Za Humny B"
9357,5933_1,"Benešov,Pod Hřbitovem 1"
9358,5933_2,"Benešov,Pod Hřbitovem 2"
9359,5934_1,"Kutná Hora,Sedlec,Nad Sady 1"
9360,5934_2,"Kutná Hora,Sedlec,Nad Sady 2"
9361,5936_1,"Všenory,Horní Mokropsy A"
9362,5938_1,Hlásná Třebaň A
9363,5939_1,"Lysá n.L.,Litol,Husova A"
9364,5939_2,"Lysá n.L.,Litol,Husova B"
9365,5941_1,"Pečice,rozc. A"
9366,5942_1,"Příbram,Nový rybník A"
9367,5942_2,"Příbram,Nový rybník B"
9368,5945_1,"Cítov,Mělnická 1"
9369,5945_2,"Cítov,Mělnická 2"
9370,5946_1,"Benešov,Karlov A"
9371,5947_1,Ferrariho A
9372,5947_2,Ferrariho B
9373,5948_1,"Jinočany,Logport vodojem 1"
9374,5948_2,"Jinočany,Logport 2"
9375,5948_3,"Jinočany,Logport 3"
9376,5948_4,"Jinočany,Logport vodojem 4"
9377,5953_1,"Hostomice,Radouš,u křížku 1"
9378,5953_2,"Hostomice,Radouš,u křížku 2"
9379,5954_1,"Doubravčice,Na Čtvrtích 1"
9380,5954_2,"Doubravčice,Na Čtvrtích 2"
9381,5955_1,"Nymburk,Na Hroudách 1"
9382,5957_1,"Sedlec-Prčice,Sušetice,U Šiků 1"
9383,5957_2,"Sedlec-Prčice,Sušetice,U Šiků 2"
9384,5958_1,"Věšín,na drahách 1"
9385,5958_2,"Věšín,na drahách 2"
9386,5959_1,"Věšín,ozdravovna Brdy 1"
9387,5959_2,"Věšín,ozdravovna Brdy 2"
9388,5960_1,"Věšín,Teslíny 1"
9389,5960_2,"Věšín,Teslíny 2"
9390,5961_1,"Stehelčeves,obchodní centrum 1"
9391,5962_1,"Milín,Kamenná 1"
9392,6001_1,Dercsenyiho A
9393,6001_2,Dercsenyiho B
9394,6004_1,Na Svěcence A
9395,6004_2,Na Svěcence B
9396,6005_1,Chodovická A
9397,6005_2,Chodovická B
9398,6006_1,Pavlišovská A
9399,6006_2,Pavlišovská B
9400,6010_1,Sídliště Černý Most A
9401,6010_2,Sídliště Černý Most B
9402,6018_1,"Kolín,poliklinika 1"
9403,6019_1,"Kamenice,Štiřín,U Rybníka A"
9404,6019_2,"Kamenice,Štiřín,U Rybníka B"
9405,6022_1,"Kácov,Jirsíkova 1"
9406,6022_2,"Kácov,Jirsíkova 2"
9407,6023_1,"Kácov,nám. 1"
9408,6023_2,"Kácov,nám. 2"
9409,6024_1,"Uhlířské Janovice,škola 1"
9410,6025_1,"Tichonice,rozc. 1"
9411,6025_2,"Tichonice,rozc. 2"
9412,6026_1,"Tichonice,Licoměrsko 1"
9413,6026_2,"Tichonice,Licoměrsko 2"
9414,6027_1,"Psáře,Lipina 1"
9415,6027_2,"Psáře,Lipina 2"
9416,6028_1,"Psáře,Veselka 1"
9417,6028_2,"Psáře,Veselka 2"
9418,6029_1,"Tehov,rozc.Nemíž 1"
9419,6029_2,"Tehov,rozc.Nemíž 2"
9420,6030_1,"Tehov,náves 1"
9421,6030_2,"Tehov,náves 2"
9422,6031_1,"Tehov,háj.rozc. 1"
9423,6031_2,"Tehov,háj.rozc. 2"
9424,6032_1,"Tehov,Kostelík 1"
9425,6032_2,"Tehov,Kostelík 2"
9426,6033_1,"Kounov,u mostu 1"
9427,6033_2,"Kounov,u mostu 2"
9428,6034_1,"Kladruby,rehab.ústav 1"
9429,6034_2,"Kladruby,rehab.ústav 2"
9430,6035_1,"Kladruby,rozc. 1"
9431,6035_2,"Kladruby,rozc. 2"
9432,6036_1,Kladruby 1
9433,6036_2,Kladruby 2
9434,6037_1,"Pavlovice,rozc. 1"
9435,6037_2,"Pavlovice,rozc. 2"
9436,6038_1,Pavlovice 1
9437,6038_2,Pavlovice 2
9438,6039_1,"Vlašim,hřbitov 1"
9439,6042_1,"Vlašim,Spořilov 1"
9440,6042_2,"Vlašim,Spořilov 2"
9441,6042_3,"Vlašim,rest.U kozla 3"
9442,6042_4,"Vlašim,rest.U kozla 4"
9443,6043_1,"Vlašim,obchodní centrum 1"
9444,6043_2,"Vlašim,obchodní centrum 2"
9445,6045_1,"Onomyšl,Křečovice 1"
9446,6046_1,"Uhlířské Janovice,Opatovice II 1"
9447,6046_2,"Uhlířské Janovice,Opatovice II 2"
9448,6047_1,"Rataje n.Sáz.,Podvecká 1"
9449,6047_2,"Rataje n.Sáz.,Podvecká 2"
9450,6048_1,Ledečko A
9451,6050_1,"Úžice,Mělník A"
9452,6050_2,"Úžice,Mělník B"
9453,6051_1,"Úžice,Čekanov,Sázavská A"
9454,6051_2,"Úžice,Čekanov,Sázavská A"
9455,6052_1,"Úžice,Čekanov A"
9456,6052_2,"Úžice,Čekanov B"
9457,6053_1,"Úžice,Smrk A"
9458,6053_2,"Úžice,Smrk B"
9459,6054_1,"Úžice,Chrastná A"
9460,6054_2,"Úžice,Chrastná B"
9461,6055_1,"Vinařice,u kapličky A"
9462,6055_2,"Vinařice,u kapličky B"
9463,6056_1,"Jirny,Luční A"
9464,6056_2,"Jirny,Luční B"
9465,6057_1,"Liběchov,Rašínky A"
9466,6058_1,"Liběchov,Boží Voda A"
9467,6058_2,"Liběchov,Boží Voda B"
9468,6059_1,"Želízy,Čertovy hlavy A"
9469,6060_1,Želízy A
9470,6060_2,Želízy B
9471,6061_1,"Želízy,u parku A"
9472,6061_2,"Želízy,u parku B"
9473,6062_1,Dolní Zimoř A
9474,6062_2,Dolní Zimoř B
9475,6063_1,"Dolní Zimoř,Horní Zimoř A"
9476,6063_2,"Dolní Zimoř,Horní Zimoř B"
9477,6064_1,"Vysoká,Chodeč A"
9478,6064_2,"Vysoká,Chodeč B"
9479,6065_1,"Vysoká,Strážnice,nad školou A"
9480,6065_2,"Vysoká,Strážnice,hasičárna B"
9481,6065_3,"Vysoká,Strážnice,hasičárna C"
9482,6066_2,"Vysoká,Rymáň B"
9483,6067_1,"Želízy,Nové Tupadly A"
9484,6067_2,"Želízy,Nové Tupadly B"
9485,6068_1,"Želízy,Sitné A"
9486,6068_2,"Želízy,Sitné B"
9487,6069_1,"Želízy,Beránek A"
9488,6069_2,"Želízy,Beránek B"
9489,6070_1,Tupadly A
9490,6070_2,Tupadly B
9491,6072_1,"Medonosy,Chudolazy,mlýn A"
9492,6072_2,"Medonosy,Chudolazy,mlýn B"
9493,6073_1,"Medonosy,Chudolazy A"
9494,6073_2,"Medonosy,Chudolazy B"
9495,6074_1,"Svojetín,Veclov 1"
9496,6075_1,Janov 1
9497,6075_2,Janov 2
9498,6076_1,"Kounov,škola 1"
9499,6076_2,"Kounov,škola 2"
9500,6077_1,"Medonosy,Osinaličky A"
9501,6077_2,"Medonosy,Osinaličky B"
9502,6078_1,Medonosy A
9503,6078_2,Medonosy B
9504,6079_1,"Medonosy,Osinalice A"
9505,6080_1,"Medonosy,Nové Osinalice A"
9506,6081_1,"Vidim,Dolní A"
9507,6082_1,Vidim A
9508,6084_1,"Kropáčova Vrutice,rozc.Krpy A"
9509,6084_2,"Kropáčova Vrutice,rozc.Krpy B"
9510,6085_1,"Kropáčova Vrutice,Střížovice,v lukách A"
9511,6085_2,"Kropáčova Vrutice,Střížovice,v lukách B"
9512,6086_1,"Dolní Slivno,Slivínko A"
9513,6086_2,"Dolní Slivno,Slivínko B"
9514,6087_1,Dolní Slivno A
9515,6087_2,Dolní Slivno B
9516,6088_1,Nezabudice A
9517,6088_2,Nezabudice B
9518,6089_1,"Střemy,Štampach A"
9519,6089_2,"Střemy,Štampach B"
9520,6091_1,"Vysoká,Harasov A"
9521,6091_2,"Vysoká,Harasov B"
9522,6092_1,"Kokořín,Kokořínský Důl,Harakoko A"
9523,6092_2,"Kokořín,Kokořínský Důl,Harakoko B"
9524,6093_1,"Kokořín,Kokořínský Důl,U Grobiána A"
9525,6093_2,"Kokořín,Kokořínský Důl,U Grobiána B"
9526,6094_1,"Kokořín,Kokořínský Důl,Rapín A"
9527,6094_2,"Kokořín,Kokořínský Důl,Rapín B"
9528,6095_1,"Kokořín,Kokořínský Důl,Podhradí A"
9529,6095_2,"Kokořín,Kokořínský Důl,Podhradí B"
9530,6096_1,"Kokořín,Kokořínský Důl,Pokličky A"
9531,6096_2,"Kokořín,Kokořínský Důl,Pokličky B"
9532,6097_1,"Mšeno,Vojtěchov A"
9533,6097_2,"Mšeno,Vojtěchov B"
9534,6098_1,"Mšeno,Ráj A"
9535,6098_2,"Mšeno,Ráj B"
9536,6099_1,"Mšeno,Romanov,Na Rovinách A"
9537,6099_2,"Mšeno,Romanov,Na Rovinách B"
9538,6100_1,"Mšeno,Romanov A"
9539,6100_2,"Mšeno,Romanov B"
9540,6101_1,"Mšeno,Podolec A"
9541,6101_2,"Mšeno,Podolec B"
9542,6102_1,"Mšeno,Olešno A"
9543,6102_2,"Mšeno,Olešno B"
9544,6103_1,"Benátky n.Jiz.,Obodř A"
9545,6103_2,"Benátky n.Jiz.,Obodř B"
9546,6104_1,"Benátky n.Jiz.,rozc.Sedlec A"
9547,6104_2,"Benátky n.Jiz.,rozc.Sedlec B"
9548,6105_1,"Kochánky,V Kateřinkách A"
9549,6105_2,"Kochánky,V Kateřinkách B"
9550,6106_1,"Benátky n.Jiz.,Soumarova A"
9551,6106_2,"Benátky n.Jiz.,Soumarova B"
9552,6107_1,"Předměřice n.Jiz.,Kačov A"
9553,6107_2,"Předměřice n.Jiz.,Kačov B"
9554,6108_1,"Kropáčova Vrutice,Sušno A"
9555,6108_2,"Kropáčova Vrutice,Sušno B"
9556,6109_1,"Chotětov,Hřivno A"
9557,6109_2,"Chotětov,Hřivno B"
9558,6110_1,"Kropáčova Vrutice,u mostu A"
9559,6110_2,"Kropáčova Vrutice,u mostu B"
9560,6111_1,"Svojetín,ObÚ A"
9561,6111_2,"Svojetín,ObÚ B"
9562,6112_1,Kochánky A
9563,6112_2,Kochánky B
9564,6114_1,Střemy A
9565,6114_2,Střemy B
9566,6115_1,"Střemy,Jenichov A"
9567,6115_2,"Střemy,Jenichov B"
9568,6116_1,Nebužely A
9569,6116_2,Nebužely B
9570,6117_1,"Nebužely,u hřbitova A"
9571,6117_2,"Nebužely,u hřbitova B"
9572,6118_1,"Řepín,Živonín A"
9573,6118_2,"Řepín,Živonín B"
9574,6119_1,"Řepín,u dvora A"
9575,6119_2,"Řepín,u dvora B"
9576,6120_1,Řepín A
9577,6120_2,Řepín B
9578,6121_1,"Mšeno,Sedlec A"
9579,6121_2,"Mšeno,Sedlec B"
9580,6122_1,"Mšeno,Hradsko A"
9581,6123_1,Stránka A
9582,6123_2,Stránka B
9583,6124_1,"Kropáčova Vrutice,Krpy A"
9584,6124_2,"Kropáčova Vrutice,Krpy B"
9585,6125_1,"Stránka,rozc. A"
9586,6125_2,"Stránka,rozc. B"
9587,6126_1,"Stránka,Tajná A"
9588,6126_2,"Stránka,Tajná B"
9589,6127_1,"Stránka,Ostrý A"
9590,6128_1,"Vrátno,dolní část A"
9591,6128_2,"Vrátno,dolní část B"
9592,6129_1,"Velké Všelisy,Zamachy A"
9593,6130_1,Velké Všelisy A
9594,6130_2,Velké Všelisy B
9595,6131_1,Nemyslovice A
9596,6131_2,Nemyslovice B
9597,6132_1,"Nosálov,Libovice A"
9598,6133_1,Nosálov A
9599,6133_2,Nosálov B
9600,6134_1,"Lobeč,zámek A"
9601,6134_2,"Lobeč,zámek B"
9602,6135_1,"Lobeč,pivovar A"
9603,6135_2,"Lobeč,pivovar B"
9604,6136_1,"Lobeč,Filipův Dvůr A"
9605,6136_2,"Lobeč,Filipův Dvůr B"
9606,6137_1,"Mšeno,Skramouš,rozc. A"
9607,6137_2,"Mšeno,Skramouš,rozc. B"
9608,6139_1,Katusice A
9609,6139_2,Katusice B
9610,6140_1,Kluky A
9611,6141_1,"Svojetín,Veclov,rozc. 1"
9612,6142_1,"Katusice,Doubravice A"
9613,6142_2,"Katusice,Doubravice B"
9614,6143_1,"Nebužely,Kroužek A"
9615,6143_2,"Nebužely,Kroužek B"
9616,6147_1,Doksy A
9617,6147_2,Doksy B
9618,6147_3,Doksy C
9619,6148_1,"Ruda,sv.Alžběta A"
9620,6148_2,"Ruda,sv.Alžběta B"
9621,6149_1,"Lišany,u sokolovny A"
9622,6149_2,"Lišany,u sokolovny B"
9623,6150_1,"Rakovník,Prokopova A"
9624,6150_2,"Rakovník,Prokopova B"
9625,6151_1,"Rakovník,sídl.gen.Kholla A"
9626,6151_2,"Rakovník,sídl.gen.Kholla B"
9627,6152_1,"Rakovník,zem.záv. A"
9628,6152_2,"Rakovník,zem.záv. B"
9629,6153_1,Lubná A
9630,6153_2,Lubná B
9631,6154_1,"Lubná,u hřbitova A"
9632,6154_2,"Lubná,u hřbitova B"
9633,6155_1,"Dlouhá Lhota,U Křížku A"
9634,6155_2,"Dlouhá Lhota,U Křížku B"
9635,6156_1,"Strančice,rozc.Sklenka A"
9636,6156_2,"Strančice,rozc.Sklenka B"
9637,6157_1,Plužná A
9638,6157_2,Plužná B
9639,6158_1,"Čistá,Čistecký důl A"
9640,6158_2,"Čistá,Čistecký důl B"
9641,6159_1,"Bělá p.Bezd.,Nádražní A"
9642,6159_52,"Bělá p.Bezd.,Nádražní Y"
9643,6160_51,"Bělá p.Bezd.,Na Výsluní X"
9644,6160_52,"Bělá p.Bezd.,Na Výsluní Y"
9645,6161_1,"Bělá p.Bezd.,u továrny A"
9646,6161_2,"Bělá p.Bezd.,u továrny B"
9647,6162_1,"Bělá p.Bezd.,u koníčka A"
9648,6162_2,"Bělá p.Bezd.,u koníčka B"
9649,6163_1,"Bělá p.Bezd.,nám. 1"
9650,6163_3,"Bělá p.Bezd.,nám. 3"
9651,6163_4,"Bělá p.Bezd.,nám. 4"
9652,6164_1,"Bělá p.Bezd.,u kapličky A"
9653,6164_2,"Bělá p.Bezd.,u kapličky B"
9654,6165_1,"Bělá p.Bezd.,Atmos A"
9655,6165_2,"Bělá p.Bezd.,Atmos B"
9656,6169_1,"Bělá p.Bezd.,Dřevařská A"
9657,6171_1,"Mladá Boleslav,Na výstavišti A"
9658,6172_1,"Mladá Boleslav,Nový hřbitov A"
9659,6172_2,"Mladá Boleslav,Nový hřbitov B"
9660,6175_1,"Mladá Boleslav,Pod Skalou A"
9661,6175_2,"Mladá Boleslav,Pod Skalou B"
9662,6176_1,"Mladá Boleslav,rozc.Podlázky 0.5 A"
9663,6176_2,"Mladá Boleslav,rozc.Podlázky 0.5 B"
9664,6177_1,"Mladá Boleslav,Debř,hl.sil. A"
9665,6177_2,"Mladá Boleslav,Debř,hl.sil. B"
9666,6182_1,"Dobrovice,Úherce A"
9667,6182_2,"Dobrovice,Úherce B"
9668,6183_1,Semčice 1
9669,6183_2,Semčice 2
9670,6184_1,Žerčice 1
9671,6184_2,Žerčice 2
9672,6185_1,"Žerčice,pod Kobylnicí 1"
9673,6185_2,"Žerčice,pod Kobylnicí 2"
9674,6186_1,"Žerčice,Obecní úřad 1"
9675,6186_2,"Žerčice,Obecní úřad 2"
9676,6187_1,Ledce A
9677,6187_2,Ledce B
9678,6188_1,Prodašice A
9679,6188_2,Prodašice B
9680,6189_1,"Prodašice,křižovatka A"
9681,6189_2,"Prodašice,křižovatka B"
9682,6190_1,"Rožďalovice,ústav A"
9683,6190_2,"Rožďalovice,ústav B"
9684,6191_1,"Rožďalovice,Hasina,Stará Hasina A"
9685,6191_2,"Rožďalovice,Hasina,Stará Hasina B"
9686,6192_1,"Rožďalovice,Hasina A"
9687,6192_2,"Rožďalovice,Hasina B"
9688,6193_1,"Hrdlořezy,Přední důl A"
9689,6193_2,"Hrdlořezy,Přední důl B"
9690,6194_1,Hrdlořezy A
9691,6194_2,Hrdlořezy B
9692,6195_1,"Čistá,hlavní silnice A"
9693,6195_2,"Čistá,hlavní silnice B"
9694,6196_1,"Čistá,Stránka A"
9695,6196_2,"Čistá,Stránka B"
9696,6197_1,"Čistá,škola A"
9697,6198_1,"Čistá,hřiště A"
9698,6198_2,"Čistá,hřiště B"
9699,6198_3,"Čistá,hřiště C"
9700,6198_4,"Čistá,hřiště D"
9701,6199_1,"Bělá p.Bezd.,Pražská A"
9702,6199_2,"Bělá p.Bezd.,Pražská B"
9703,6200_1,"Bělá p.Bezd.,Malý Rečkov A"
9704,6200_2,"Bělá p.Bezd.,Malý Rečkov B"
9705,6201_1,"Bakov n.Jiz.,Velký Rečkov A"
9706,6201_2,"Bakov n.Jiz.,Velký Rečkov B"
9707,6202_1,"Bakov n.Jiz.,Malá Bělá,U splávku A"
9708,6202_2,"Bakov n.Jiz.,Malá Bělá,U splávku B"
9709,6204_1,"Bítouchov,Dolánky A"
9710,6204_2,"Bítouchov,Dolánky B"
9711,6205_1,"Bítouchov,u rybníka A"
9712,6205_2,"Bítouchov,u rybníka B"
9713,6206_1,Bítouchov A
9714,6206_2,Bítouchov B
9715,6207_1,"Bakov n.Jiz.,Zvířetice A"
9716,6208_1,"Bítouchov,Dalešice A"
9717,6208_2,"Bítouchov,Dalešice B"
9718,6209_1,"Bakov n.Jiz.,Podhradí A"
9719,6209_2,"Bakov n.Jiz.,Podhradí B"
9720,6210_1,"Bakov n.Jiz.,nám. A"
9721,6210_2,"Bakov n.Jiz.,nám. B"
9722,6211_1,"Bakov n.Jiz.,Horka A"
9723,6211_2,"Bakov n.Jiz.,Horka B"
9724,6212_1,"Bakov n.Jiz.,Zájezdy A"
9725,6212_2,"Bakov n.Jiz.,Zájezdy B"
9726,6213_1,"Bakov n.Jiz.,Pražská A"
9727,6213_2,"Bakov n.Jiz.,Pražská B"
9728,6214_2,"Kosmonosy,u zámku B"
9729,6216_1,"Kosmonosy,Průmyslová A"
9730,6216_2,"Kosmonosy,Průmyslová B"
9731,6218_1,"Kosmonosy,Horní Stakory A"
9732,6218_2,"Kosmonosy,Horní Stakory B"
9733,6219_1,"Kněžmost,Násedlnice A"
9734,6220_1,"Kněžmost,Koprník A"
9735,6220_2,"Kněžmost,Koprník B"
9736,6221_1,"Kněžmost,Býčina A"
9737,6221_2,"Kněžmost,Býčina B"
9738,6223_1,"Kněžmost,Nádražní A"
9739,6223_2,"Kněžmost,Nádražní B"
9740,6224_1,"Kněžmost,nám. A"
9741,6224_2,"Kněžmost,nám. B"
9742,6225_1,"Kněžmost,Žantov A"
9743,6225_2,"Kněžmost,Žantov B"
9744,6226_1,"Kněžmost,Chlumín A"
9745,6226_2,"Kněžmost,Chlumín B"
9746,6227_1,"Kněžmost,Chlumín,otočka A"
9747,6227_2,"Kněžmost,Chlumín,otočka B"
9748,6228_1,"Kněžmost,Žabokliky A"
9749,6228_2,"Kněžmost,Žabokliky B"
9750,6228_3,"Kněžmost,Žabokliky C"
9751,6228_4,"Kněžmost,Žabokliky D"
9752,6229_1,"Kněžmost,Úhelnice A"
9753,6229_2,"Kněžmost,Úhelnice B"
9754,6230_1,Husí Lhota A
9755,6230_2,Husí Lhota B
9756,6231_1,"Plazy,Valy A"
9757,6231_2,"Plazy,Valy B"
9758,6232_1,Dolní Stakory A
9759,6232_2,Dolní Stakory B
9760,6233_1,"Plazy,u mlýna A"
9761,6233_2,"Plazy,u mlýna B"
9762,6234_1,"Dobrovice,Holé Vrchy A"
9763,6234_2,"Dobrovice,Holé Vrchy B"
9764,6235_1,"Dobrovice,Holé Vrchy,Ctiměřická A"
9765,6235_2,"Dobrovice,Holé Vrchy,Ctiměřická B"
9766,6236_1,Ctiměřice A
9767,6236_2,Ctiměřice B
9768,6237_1,"Semčice,zdravotní středisko A"
9769,6237_2,"Semčice,zdravotní středisko B"
9770,6238_1,Pěčice A
9771,6238_2,Pěčice B
9772,6239_1,Jabkenice A
9773,6239_2,Jabkenice B
9774,6240_1,"Jabkenice,křižovatka A"
9775,6240_2,"Jabkenice,křižovatka B"
9776,6241_1,"Jabkenice,rozc.Charvatce A"
9777,6241_2,"Jabkenice,rozc.Charvatce B"
9778,6242_1,"Jabkenice,hájovna A"
9779,6242_2,"Jabkenice,hájovna B"
9780,6243_1,"Charvatce,Květník A"
9781,6243_2,"Charvatce,Květník B"
9782,6244_1,Chudíř A
9783,6244_2,Chudíř B
9784,6245_1,"Charvatce,na pile A"
9785,6245_2,"Charvatce,na pile B"
9786,6246_1,Charvatce A
9787,6246_2,Charvatce B
9788,6247_1,"Kosořice,křižovatka A"
9789,6247_2,"Kosořice,křižovatka B"
9790,6248_1,Březovice A
9791,6248_2,Březovice B
9792,6250_1,"Březovice,Víska,Kluček A"
9793,6250_2,"Březovice,Víska,Kluček B"
9794,6251_1,"Bělá p.Bezd.,Bezdědice,odb. A"
9795,6251_2,"Bělá p.Bezd.,Bezdědice,odb. B"
9796,6252_1,"Miličín,Podměští 1"
9797,6252_2,"Miličín,Podměští 2"
9798,6253_1,"Bělá p.Bezd.,Bezdědice A"
9799,6255_1,"Brodce,Cukrovarská A"
9800,6255_2,"Brodce,Cukrovarská B"
9801,6256_1,"Vinec,dolní část A"
9802,6256_2,"Vinec,dolní část B"
9803,6257_1,"Horky n.Jiz.,u hřbitova A"
9804,6257_2,"Horky n.Jiz.,u hřbitova B"
9805,6258_1,Hrušov A
9806,6258_2,Hrušov B
9807,6259_1,"Hrušov,u křížku A"
9808,6259_2,"Hrušov,u křížku B"
9809,6260_1,"Dobrovice,Libichov A"
9810,6260_2,"Dobrovice,Libichov B"
9811,6261_1,Židněves A
9812,6261_2,Židněves B
9813,6261_3,"Židněves,Březenská 3"
9814,6261_4,"Židněves,Březenská 4"
9815,6262_1,Březno A
9816,6262_2,Březno B
9817,6263_1,"Březno,škola A"
9818,6263_2,"Březno,škola B"
9819,6264_1,"Březno,Dolánky A"
9820,6265_1,Nová Telib A
9821,6265_2,Nová Telib B
9822,6266_1,"Nová Telib,dvůr A"
9823,6266_2,"Nová Telib,dvůr B"
9824,6267_1,"Lhotky,Řehnice A"
9825,6267_2,"Lhotky,Řehnice B"
9826,6268_1,Kobylnice A
9827,6269_1,"Lhotky,křižovatka A"
9828,6269_2,"Lhotky,křižovatka B"
9829,6270_1,"Lhotky,Ovčín A"
9830,6270_2,"Lhotky,Ovčín B"
9831,6271_1,Lhotky A
9832,6272_1,"Petkovy,Čížovky A"
9833,6272_2,"Petkovy,Čížovky B"
9834,6273_1,Domousnice A
9835,6273_2,Domousnice B
9836,6274_1,"Veselice,dvůr A"
9837,6274_2,"Veselice,dvůr B"
9838,6275_1,Veselice A
9839,6275_2,Veselice B
9840,6276_1,Řitonice A
9841,6276_2,Řitonice B
9842,6277_1,"Řitonice,Domousnická A"
9843,6277_2,"Řitonice,Domousnická B"
9844,6278_1,"Domousnice,žel.zast. A"
9845,6278_2,"Domousnice,žel.zast. B"
9846,6278_3,"Domousnice,žel.zast. C"
9847,6278_4,"Domousnice,žel.zast. D"
9848,6279_1,"Petkovy,horní A"
9849,6279_2,"Petkovy,horní B"
9850,6280_1,"Dlouhá Lhota,U Lochmanů A"
9851,6280_2,"Dlouhá Lhota,U Lochmanů B"
9852,6281_1,"Dlouhá Lhota,U Zachařů A"
9853,6281_2,"Dlouhá Lhota,U Zachařů B"
9854,6282_1,Sukorady A
9855,6282_2,Sukorady B
9856,6283_1,"Sukorady,Martinovice A"
9857,6283_2,"Sukorady,Martinovice B"
9858,6284_1,"Dolní Bousov,Příhonská A"
9859,6284_2,"Dolní Bousov,Příhonská B"
9860,6285_1,"Dolní Bousov,nám. A"
9861,6287_1,"Dolní Bousov,Vlčí Pole A"
9862,6287_2,"Dolní Bousov,Vlčí Pole B"
9863,6288_1,"Ujkovice,křižovatka A"
9864,6288_2,"Ujkovice,křižovatka B"
9865,6289_1,Ujkovice A
9866,6289_2,Ujkovice B
9867,6290_1,Rabakov A
9868,6290_2,Rabakov B
9869,6291_1,"Rabakov,chaty A"
9870,6291_2,"Rabakov,chaty B"
9871,6292_1,"Domousnice,Skyšice A"
9872,6292_2,"Domousnice,Skyšice B"
9873,6293_1,"Dolní Bousov,rozc.Ošťovice A"
9874,6293_2,"Dolní Bousov,rozc.Ošťovice B"
9875,6294_1,"Obruby,Na Místech A"
9876,6294_2,"Obruby,Na Místech B"
9877,6295_1,"Obruby,U Holubičků A"
9878,6295_2,"Obruby,U Holubičků B"
9879,6296_1,Přepeře A
9880,6296_2,Přepeře B
9881,6297_1,"Dolní Bousov,Horní Bousov A"
9882,6297_2,"Dolní Bousov,Horní Bousov B"
9883,6298_1,"Dolní Bousov,V Lipkách A"
9884,6298_2,"Dolní Bousov,V Lipkách B"
9885,6299_1,"Přepeře,odb.Střehom A"
9886,6299_2,"Přepeře,odb.Střehom B"
9887,6300_1,Dobšín A
9888,6300_2,Dobšín B
9889,6301_1,"Dobšín,Kamenice,křiž. A"
9890,6301_11,"Dobšín,Kamenice,křiž. A"
9891,6302_1,"Dobšín,Kamenice A"
9892,6302_2,"Dobšín,Kamenice B"
9893,6303_1,"Kněžmost,Čížovka,rozhledna A"
9894,6303_2,"Kněžmost,Čížovka,rozhledna B"
9895,6304_1,"Kněžmost,Čížovka A"
9896,6304_2,"Kněžmost,Čížovka B"
9897,6305_1,"Kněžmost,Drhleny A"
9898,6305_2,"Kněžmost,Drhleny B"
9899,6306_1,"Kněžmost,Suhrovice A"
9900,6306_2,"Kněžmost,Suhrovice B"
9901,6307_1,"Kněžmost,Na Dolích A"
9902,6307_2,"Kněžmost,Na Dolích B"
9903,6309_1,"Kněžmost,Malobratřice,otočka A"
9904,6309_2,"Kněžmost,Malobratřice,otočka B"
9905,6311_1,"Kněžmost,Solec A"
9906,6311_2,"Kněžmost,Solec B"
9907,6312_1,"Kněžmost,Soleček A"
9908,6312_2,"Kněžmost,Soleček B"
9909,6313_1,"Branžež,na křižovatce A"
9910,6313_2,"Branžež,na křižovatce B"
9911,6314_1,"Branžež,Nová Ves,na kopečku A"
9912,6314_2,"Branžež,Nová Ves,na kopečku B"
9913,6315_1,"Branžež,Nová Ves A"
9914,6315_2,"Branžež,Nová Ves B"
9915,6316_1,Branžež A
9916,6316_2,Branžež B
9917,6317_1,"Branžež,Zakopaná A"
9918,6317_2,"Branžež,Zakopaná B"
9919,6319_1,"Kněžmost,Srbsko A"
9920,6319_2,"Kněžmost,Srbsko B"
9921,6321_1,Senice A
9922,6321_2,Senice B
9923,6322_1,Svojetín 1
9924,6322_2,Svojetín 2
9925,6323_1,Nová Ves u Bakova n.Jiz. A
9926,6323_2,Nová Ves u Bakova n.Jiz. B
9927,6324_1,"Mnichovo Hradiště,Klášterská A"
9928,6324_2,"Mnichovo Hradiště,Klášterská B"
9929,6325_1,"Ptýrov,Čihátka A"
9930,6325_2,"Ptýrov,Čihátka B"
9931,6326_1,"Ptýrov,Braňka A"
9932,6326_2,"Ptýrov,Braňka B"
9933,6327_1,"Ptýrov,Maníkovice A"
9934,6327_2,"Ptýrov,Maníkovice B"
9935,6328_1,"Klášter Hradiště n.Jiz.,Ptýrovec A"
9936,6328_2,"Klášter Hradiště n.Jiz.,Ptýrovec B"
9937,6329_1,"Klášter Hradiště n.Jiz.,Habr A"
9938,6329_2,"Klášter Hradiště n.Jiz.,Habr B"
9939,6330_1,Bílá Hlína A
9940,6330_2,Bílá Hlína B
9941,6331_1,Horní Bukovina A
9942,6331_2,Horní Bukovina B
9943,6332_1,"Horní Bukovina,Dolní Bukovina A"
9944,6332_2,"Horní Bukovina,Dolní Bukovina B"
9945,6333_1,"Horní Bukovina,odb. A"
9946,6333_2,"Horní Bukovina,odb. B"
9947,6334_1,"Horní Bukovina,Dolní Bukovina,koupaliště A"
9948,6334_2,"Horní Bukovina,Dolní Bukovina,koupaliště B"
9949,6335_1,"Mukařov,Borovice A"
